,1
1810,0.261245
1815,-0.131291
1820,-0.367478
1825,-0.200562
1830,-0.221208
1835,0.27999
1840,0.507948
1845,0.38254
1850,0.112472
1855,-0.0352024
1860,0.429631
1865,-0.14192
1870,-0.17718
1875,0.466037
1880,0.303673
1885,0.106471
1890,0.316523
1895,0.507749
1900,0.0742631
1905,-0.480902
1910,-0.346375
1915,0.0988613
1920,0.393516
1925,-0.213797
1930,-0.0534405
1935,0.503713
1940,-0.195255
1945,0.0693153
1950,0.76507
1955,-0.316389
1960,-0.17656
1965,-0.00939862
1970,0.36556
1975,0.818496
1980,0.0289545
1985,0.0895417
1990,0.479993
1995,-0.288565
2000,-0.202461
2005,-0.34602
2010,0.193554
2015,-0.204798
2020,-0.197893
2025,0.0276161
2030,0.193568
2035,-0.407153
2040,-0.264763
2045,-0.428488
2050,0.350241
2055,0.0462754
2060,0.502196
2065,0.527675
2070,0.344245
2075,0.555833
2080,0.551175
2085,-0.119762
2090,0.444652
2095,0.0926072
2100,-1.00885
2105,-0.239714
2110,0.562307
2115,-0.660923
2120,0.500357
2125,-0.378022
2130,0.286977
2135,0.165529
2140,0.649339
2145,0.208734
2150,0.323323
2155,0.0191984
2160,0.596767
2165,0.136659
2170,0.249759
2175,0.455946
2180,0.193501
2185,0.422548
2190,-0.162173
2195,-0.238901
2200,-0.704933
2205,0.532036
2210,-0.00857736
2215,0.336726
2220,0.0290667
2225,0.348217
2230,-0.29866
2235,-0.216453
2240,-0.0267247
2245,-0.954838
2250,-0.107199
2255,-0.473519
2260,0.180459
2265,-0.383839
2270,-0.508234
2275,-0.30138
2280,-0.164828
2285,-0.512935
2290,-0.0776296
2295,-0.508848
2300,0.202152
2305,0.44876
2310,0.53206
2315,-0.287472
2320,-0.458631
2325,0.201074
2330,-0.705718
2335,0.771773
2340,-1.25084
2345,0.489754
2350,0.323067
2355,-0.896506
2360,-0.0486107
2365,-0.524914
2370,-0.668733
2375,-0.794719
2380,-0.651992
2385,0.0151634
2390,-0.07624
2395,0.152661
2400,0.07616
2405,-0.0958492
2410,-0.090122
2415,-0.141262
2420,-0.714007
2425,0.685275
2430,0.181844
2435,-0.608602
2440,-0.787782
2445,0.0185952
2450,0.441964
2455,-0.623867
2460,0.157391
2465,0.225666
2470,0.321346
2475,0.809282
2480,-0.167353
2485,-0.211854
2490,-0.850734
2495,0.786066
2500,0.692862
2505,-0.146123
2510,-0.418236
2515,0.282285
2520,-0.272214
2525,-0.332552
2530,-0.357254
2535,-0.360433
2540,-0.0962873
2545,0.201957
2550,1.10135
2555,-0.126788
2560,-0.437015
2565,-0.193659
2570,-0.211345
2575,-0.113122
2580,0.195103
2585,0.459578
2590,0.50959
2595,0.456036
2600,0.428035
2605,-0.449745
2610,-0.114767
2615,-0.0417424
2620,0.0859066
2625,0.427672
2630,-0.554119
2635,-0.126867
2640,0.687888
2645,0.0193909
2650,0.0752723
2655,0.00384564
2660,0.0395876
2665,0.355718
2670,-0.0243378
2675,0.512594
2680,-0.0942298
2685,0.370768
2690,-0.0331473
2695,0.390813
2700,0.213954
2705,-1.30361
2710,0.295673
2715,0.0904443
2720,-0.223739
2725,-8.51E-02
2730,0.243931
2735,0.302888
2740,-0.146855
2745,-0.328465
2750,-0.45733
2755,0.578517
2760,0.109748
2765,-0.480078
2770,0.530989
2775,-0.386434
2780,0.900238
2785,0.193772
2790,-0.437859
2795,0.549299
2800,0.569152
2805,-0.405625
2810,-0.142035
2815,-0.173827
2820,-0.264852
2825,-0.675317
2830,0.210379
2835,-0.803542
2840,-0.344292
2845,-0.294828
2850,-0.422557
2855,0.46962
2860,-0.311552
2865,-0.215065
2870,-0.0416572
2875,-0.00405634
2880,0.186315
2885,-0.106939
2890,0.761006
2895,0.617551
2900,-0.125411
2905,-0.353532
2910,0.345292
2915,-0.473192
2920,0.487311
2925,-0.186448
2930,0.646234
2935,-0.485254
2940,0.383104
2945,-0.602422
2950,0.145246
2955,0.163193
2960,0.0367822
2965,-0.169043
2970,-0.208959
2975,-0.473161
2980,-0.50673
2985,0.349658
2990,-0.106136
2995,0.289333
3000,-0.0446185
3005,0.493928
3010,0.240379
3015,0.183234
3020,-0.133921
3025,-0.214297
3030,-0.290983
3035,0.285976
3040,-0.290103
3045,-0.116124
3050,-0.666953
3055,-0.622715
3060,-0.0922479
3065,0.426736
3070,0.304054
3075,0.24038
3080,0.195691
3085,0.154447
3090,-0.26513
3095,0.342356
3100,0.425725
3105,-0.464122
3110,1.04353
3115,0.471383
3120,1.18205
3125,0.0501501
3130,0.0945542
3135,0.190944
3140,-0.543015
3145,-0.198541
3150,-0.126288
3155,0.418625
3160,-0.385235
3165,-0.442463
3170,0.143052
3175,-0.0277647
3180,0.106614
3185,0.431443
3190,-0.321209
3195,-0.13908
3200,-0.549966
3205,-0.428476
3210,0.089837
3215,-0.0744056
3220,-0.167582
3225,-0.0439349
3230,0.504164
3235,-0.0628585
3240,-0.563344
3245,0.094213
3250,0.140504
3255,-0.114367
3260,0.425811
3265,0.364725
3270,-0.0998449
3275,-0.406975
3280,0.279053
3285,0.302481
3290,0.361617
3295,-0.33273
3300,-0.643139
3305,0.358748
3310,0.248605
3315,-0.0390151
3320,0.155273
3325,-0.21611
3330,0.321605
3335,0.819669
3340,-0.928219
3345,0.0207344
3350,0.160579
3355,0.408856
3360,-0.0705134
3365,-0.275203
3370,0.158826
3375,0.0616284
3380,-0.0676467
3385,0.408956
3390,-0.0817021
3395,0.453857
3400,0.253642
3405,-0.243585
3410,0.0576771
3415,-0.162672
3420,0.366916
3425,-0.354354
3430,0.0315096
3435,-0.508576
3440,-0.299039
3445,0.276412
3450,0.0878308
3455,-0.533741
3460,0.018871
3465,-0.308237
3470,-0.194558
3475,-0.103259
3480,-0.139237
3485,-0.94733
3490,0.158945
3495,0.483918
3500,0.243722
3505,0.0538111
3510,-0.268203
3515,0.190268
3520,0.563803
3525,-0.469998
3530,-0.117609
3535,-0.254286
3540,-0.240173
3545,-0.170119
3550,-0.0811059
3555,-0.197317
3560,0.597161
3565,-0.0567811
3570,0.0925064
3575,-0.0213996
3580,0.0543346
3585,-0.0518217
3590,0.379301
3595,0.353894
3600,-0.1461
3605,0.218799
3610,-0.142772
3615,0.0385896
3620,0.373867
3625,0.0960761
3630,-0.0310708
3635,-0.13056
3640,-0.0311015
3645,0.102993
3650,-0.509007
3655,0.0600624
3660,0.251933
3665,-0.215161
3670,-0.00540919
3675,-0.331803
3680,0.374543
3685,0.172042
3690,-0.189057
3695,0.687587
3700,-0.382809
3705,-0.0807806
3710,-0.147306
3715,0.0494735
3720,-0.00426289
3725,-0.0605626
3730,0.0475382
3735,0.0822764
3740,-0.453151
3745,0.633477
3750,0.336272
3755,0.589672
3760,0.722427
3765,-0.714852
3770,0.143149
3775,-0.163065
3780,-1.0619
3785,0.000971061
3790,-0.0603282
3795,-0.0354236
3800,-0.149147
3805,0.153722
3810,0.690394
3815,-0.471344
3820,0.167527
3825,0.313524
3830,-0.444033
3835,0.282404
3840,-0.345669
3845,0.208554
3850,-0.724804
3855,0.546862
3860,-0.695837
3865,0.185173
3870,-0.154715
3875,-0.0982538
3880,-0.413259
3885,0.97297
3890,-0.0240425
3895,-0.00158089
3900,-0.300473
3905,-0.779856
3910,0.475336
3915,0.310165
3920,-0.294077
3925,-0.159168
3930,0.209379
3935,0.396689
3940,0.281459
3945,0.251289
3950,0.306477
3955,-0.0751913
3960,1.21503
3965,0.172602
3970,0.455559
3975,-0.510498
3980,0.162527
3985,0.118255
3990,0.587425
3995,-0.405234
4000,1.14886
4005,-0.113563
4010,-0.240463
4015,0.654888
4020,-0.150013
4025,-0.292841
4030,0.0859705
4035,-0.433369
4040,-0.225155
4045,0.347978
4050,0.487711
4055,-0.447949
4060,-0.0413103
4065,0.162982
4070,-0.560931
4075,0.795917
4080,-0.206098
4085,0.180072
4090,0.120419
4095,0.53231
4100,0.0415348
4105,0.482426
4110,0.531438
4115,-0.0828887
4120,-0.59076
4125,-0.0893677
4130,-0.218657
4135,-0.781572
4140,0.0819855
4145,-0.437617
4150,0.261088
4155,-0.28641
4160,-0.202081
4165,0.203792
4170,-0.402421
4175,-0.0561226
4180,0.558029
4185,-0.906528
4190,-0.41554
4195,0.476468
4200,0.243552
4205,0.883842
4210,-0.407225
4215,0.0666958
4220,-0.134156
4225,0.00100834
4230,-0.750071
4235,-0.835706
4240,0.0974197
4245,-0.640418
4250,0.460367
4255,-0.312183
4260,0.248242
4265,-0.169978
4270,0.00634974
4275,-0.54249
4280,-0.44786
4285,-0.0478869
4290,-0.277844
4295,0.0206784
4300,0.0510092
4305,-0.184104
4310,-0.262512
4315,0.069022
4320,-0.176853
4325,-0.342159
4330,0.742624
4335,-0.0354421
4340,0.14124
4345,-0.130646
4350,-0.144128
4355,0.414179
4360,0.419587
4365,-0.107335
4370,-0.0272789
4375,0.195143
4380,0.164133
4385,0.0807705
4390,-0.468807
4395,0.506487
4400,0.354192
4405,-0.338323
4410,0.00154975
4415,-0.613807
4420,0.634048
4425,0.368508
4430,0.226795
4435,-0.0487573
4440,-0.185387
4445,-0.877385
4450,0.94652
4455,-0.105801
4460,0.548465
4465,-0.292633
4470,0.775419
4475,-0.14598
4480,0.515591
4485,0.648416
4490,0.545678
4495,0.280765
4500,0.396151
4505,0.116982
4510,0.311297
4515,0.057065
4520,-0.251329
4525,-0.420056
4530,-0.174263
4535,0.00595497
4540,-0.137444
4545,-0.00636652
4550,-0.492843
4555,-0.412869
4560,-0.0675063
4565,0.0437737
4570,0.138519
4575,-0.02864
4580,0.185389
4585,0.338352
4590,0.0462535
4595,-0.520712
4600,-0.0081169
4605,0.495314
4610,0.666602
4615,0.433476
4620,0.448615
4625,-0.143544
4630,-0.220689
4635,1.10103
4640,0.0785919
4645,-0.00253112
4650,-0.00286096
4655,0.119211
4660,0.516214
4665,0.356956
4670,0.300618
4675,-0.944249
4680,-0.126544
4685,0.519738
4690,-0.709503
4695,-0.301495
4700,-0.767945
4705,0.283181
4710,-0.774198
4715,-0.271898
4720,-0.0232437
4725,-0.55724
4730,0.264273
4735,0.394151
4740,0.0472514
4745,-0.488338
4750,0.249301
4755,0.468232
4760,-0.238118
4765,0.00286079
4770,0.16853
4775,-0.487974
4780,-0.214316
4785,-0.153425
4790,0.285365
4795,-0.48742
4800,0.850104
4805,0.501168
4810,-0.655583
4815,0.465787
4820,0.0368001
4825,-0.262968
4830,0.110089
4835,0.181409
4840,0.0202537
4845,-0.454791
4850,-0.136649
4855,-0.135762
4860,-0.121943
4865,0.0157185
4870,-0.0935617
4875,0.489569
4880,0.127152
4885,-0.129726
4890,0.314267
4895,-0.544735
4900,-0.120534
4905,0.0930831
4910,-0.388855
4915,-0.0762385
4920,0.0802577
4925,0.559403
4930,-0.0313381
4935,-0.67113
4940,0.391596
4945,0.273709
4950,0.313647
4955,-0.305445
4960,0.0213595
4965,-0.115544
4970,0.311627
4975,0.047945
4980,0.0264938
4985,-0.771465
4990,-0.0371813
4995,-0.183592
5000,0.313125
5005,-0.0198169
5010,-0.251029
5015,-0.166321
5020,0.349037
5025,0.0102339
5030,0.390345
5035,-0.882086
5040,0.263411
5045,-0.0477115
5050,0.506064
5055,-0.433258
5060,0.0881802
5065,-0.472646
5070,0.928698
5075,-0.187968
5080,-0.356225
5085,0.373129
5090,0.0782513
5095,-0.238551
5100,0.208611
5105,0.0763141
5110,0.260137
5115,-0.71211
5120,-0.404881
5125,0.118894
5130,0.0704089
5135,-0.631379
5140,-0.179541
5145,-0.0132308
5150,0.0788618
5155,-0.169941
5160,0.501328
5165,0.275294
5170,-0.0247155
5175,0.470805
5180,0.170146
5185,-0.719519
5190,-0.55864
5195,0.0602405
5200,-0.177196
5205,0.101981
5210,-0.431702
5215,0.780071
5220,0.260225
5225,-0.0749549
5230,0.127146
5235,-0.721622
5240,0.199972
5245,-0.31791
5250,0.449073
5255,0.300654
5260,-0.236443
5265,0.381983
5270,0.741082
5275,0.0257696
5280,0.326292
5285,-0.168244
5290,-0.0735428
5295,0.321126
5300,-0.0745772
5305,0.125483
5310,0.355202
5315,0.205753
5320,-0.419472
5325,-0.335507
5330,-0.502961
5335,0.746903
5340,-0.472813
5345,-0.0752421
5350,-0.574996
5355,-0.561709
5360,-0.730795
5365,0.0597538
5370,-0.249508
5375,-0.0343649
5380,-0.0234637
5385,0.335221
5390,0.362595
5395,-0.412059
5400,0.167865
5405,-0.646629
5410,-0.0239483
5415,0.0785449
5420,0.0183525
5425,-0.051768
5430,3.07E-01
5435,-0.894255
5440,1.12758
5445,-0.240562
5450,0.0966142
5455,-0.0637185
5460,0.844922
5465,-0.0554142
5470,0.239464
5475,-0.483623
5480,-0.185964
5485,0.46815
5490,0.0268944
5495,-0.100455
5500,-0.0628202
5505,0.495016
5510,-0.37795
5515,-0.0179403
5520,0.119166
5525,0.530072
5530,0.418769
5535,0.215579
5540,-0.711507
5545,-0.159894
5550,0.339439
5555,-0.0635238
5560,-0.467925
5565,0.0754952
5570,-0.32563
5575,0.207902
5580,-0.107712
5585,0.0643409
5590,0.167816
5595,0.442679
5600,-0.904404
5605,0.216197
5610,-0.256029
5615,0.303542
5620,-0.598275
5625,-0.589612
5630,-0.516426
5635,0.000797306
5640,0.52574
5645,0.126763
5650,0.098199
5655,0.182227
5660,0.0445095
5665,0.275817
5670,-0.2341
5675,-0.304637
5680,0.0969395
5685,0.969874
5690,0.180557
5695,0.222996
5700,0.0819244
5705,-0.0326228
5710,-0.0108907
5715,-0.501819
5720,-0.566143
5725,-0.177942
5730,-0.352099
5735,0.0282239
5740,-0.496745
5745,0.665755
5750,0.269702
5755,0.146578
5760,-0.773186
5765,-0.307828
5770,-0.814337
5775,-0.0970528
5780,-0.00683239
5785,-0.654797
5790,-0.289688
5795,0.237952
5800,0.368212
5805,-0.402726
5810,0.554415
5815,-0.0949607
5820,-0.058224
5825,0.267009
5830,-0.40143
5835,-0.546575
5840,0.159662
5845,0.0884288
5850,0.423906
5855,0.322181
5860,-0.273827
5865,-0.19349
5870,0.351633
5875,0.184685
5880,0.537161
5885,-0.0730473
5890,0.931627
5895,-0.246467
5900,0.501765
5905,-0.190643
5910,0.595391
5915,-0.223349
5920,0.686753
5925,0.310016
5930,-0.276676
5935,-1.00226
5940,0.406574
5945,-0.876238
5950,0.688181
5955,0.516218
5960,0.437031
5965,0.591644
5970,-0.217189
5975,0.515465
5980,-0.147622
5985,-0.110117
5990,0.0186004
5995,0.540395
6000,0.0461968
6005,-0.717477
6010,0.20026
6015,0.313898
6020,-0.408871
6025,-0.353582
6030,0.596387
6035,-0.497425
6040,0.353173
6045,-0.0294464
6050,0.524288
6055,0.132467
6060,-0.0596168
6065,0.100248
6070,-0.166085
6075,0.347446
6080,0.197888
6085,0.308216
6090,0.167564
6095,0.252337
6100,0.151333
6105,-0.156972
6110,-0.289808
6115,0.92878
6120,0.626683
6125,0.111182
6130,0.21253
6135,-0.63746
6140,0.115704
6145,-0.0389128
6150,0.505264
6155,0.406861
6160,-0.43156
6165,-0.0806879
6170,-0.504442
6175,-0.4231
6180,0.296251
6185,-0.142447
6190,0.86496
6195,0.175145
6200,0.175031
6205,-0.475777
6210,0.288266
6215,0.0649398
6220,-0.471047
6225,0.162026
6230,0.146378
6235,0.749832
6240,0.318227
6245,-0.234682
6250,0.246391
6255,0.0277164
6260,-0.297132
6265,-0.360938
6270,0.133283
6275,0.169314
6280,-0.0853236
6285,-0.85231
6290,0.366283
6295,-0.16363
6300,0.38454
6305,0.472124
6310,-0.0522169
6315,-0.373832
6320,-0.479902
6325,0.0450645
6330,0.245638
6335,0.786367
6340,-1.05653
6345,0.163036
6350,0.485127
6355,0.0558993
6360,-0.099375
6365,0.0912448
6370,0.136488
6375,-0.220111
6380,0.325527
6385,-0.695014
6390,0.244161
6395,-0.0404535
6400,0.222476
6405,0.0369476
6410,0.589529
6415,-0.338206
6420,0.441811
6425,1.03927
6430,0.112847
6435,0.613276
6440,-0.160395
6445,-0.0956119
6450,-0.193286
6455,0.424169
6460,-0.193152
6465,0.136899
6470,-0.123147
6475,0.35725
6480,-0.581794
6485,0.0927704
6490,0.839907
6495,0.583011
6500,0.258215
6505,-0.243602
6510,0.125346
6515,-0.883702
6520,0.533144
6525,0.144172
6530,-0.327387
6535,0.0693864
6540,-0.0284769
6545,-0.0833356
6550,-0.322391
6555,1.39E-01
6560,-0.16606
6565,0.279605
6570,-0.146609
6575,-0.187225
6580,0.183503
6585,0.166153
6590,0.38775
6595,0.55248
6600,0.603711
6605,-0.554334
6610,0.0746691
6615,-0.257361
6620,-0.354826
6625,0.515733
6630,0.801298
6635,0.0488356
6640,0.277798
6645,-0.658228
6650,-0.120447
6655,0.00159503
6660,-0.0816386
6665,0.574012
6670,0.192046
6675,0.224117
6680,-0.699633
6685,-0.1942
6690,0.110178
6695,-0.46186
6700,-0.0613582
6705,0.0929195
6710,-0.467913
6715,0.209911
6720,-0.507676
6725,-0.113553
6730,0.137889
6735,0.217251
6740,-0.742835
6745,0.08401
6750,0.559419
6755,0.010596
6760,-0.571549
6765,-0.262012
6770,0.221119
6775,0.193992
6780,-0.131729
6785,0.0395052
6790,0.0870976
6795,-0.0168945
6800,0.179854
6805,-0.397874
6810,-0.389886
6815,-0.119189
6820,0.0628264
6825,0.233482
6830,0.129199
6835,-0.0146629
6840,-0.209335
6845,-0.213925
6850,-0.282657
6855,-0.0920104
6860,0.150844
6865,-0.0266686
6870,-0.555206
6875,0.0560425
6880,-0.740618
6885,0.776313
6890,-0.113066
6895,-0.241652
6900,-0.128623
6905,0.0655592
6910,0.774913
6915,-0.364092
6920,0.0459004
6925,0.659487
6930,-0.579306
6935,0.00580194
6940,0.349097
6945,-0.165501
6950,0.162536
6955,-0.11253
6960,-0.0883488
6965,-0.498822
6970,0.33355
6975,0.101339
6980,-0.213353
6985,0.0448344
6990,-0.395501
6995,7.64E-02
7000,0.319629
7005,0.634848
7010,-0.0857993
7015,-0.387814
7020,-0.362182
7025,0.290083
7030,0.228562
7035,-0.518355
7040,0.0683554
7045,-0.280234
7050,-0.172499
7055,0.139425
7060,0.169745
7065,-0.3527
7070,0.507936
7075,0.107517
7080,-0.247423
7085,0.190158
7090,0.407165
7095,-0.399106
7100,0.205153
7105,-0.0662808
7110,0.379587
7115,-0.0563872
7120,-0.132956
7125,-0.254063
7130,0.831237
7135,0.590767
7140,-0.0307622
7145,0.205138
7150,0.0809244
7155,0.81727
7160,-0.627333
7165,0.131361
7170,0.2207
7175,-0.541305
7180,-0.1339
7185,-0.312767
7190,-0.476823
7195,0.098471
7200,-0.145434
7205,-0.186642
7210,-0.0930687
7215,0.0701487
7220,-0.00225791
7225,0.0269211
7230,-0.573683
7235,0.219131
7240,-0.543312
7245,0.361807
7250,0.607671
7255,-0.120511
7260,-0.369139
7265,0.127584
7270,-0.172515
7275,-0.249716
7280,-0.119782
7285,0.562793
7290,0.130714
7295,0.0124912
7300,-0.0711099
7305,-0.0741595
7310,0.0971466
7315,-0.626755
7320,-0.406328
7325,-0.0286464
7330,-0.0763189
7335,-0.0501781
7340,-0.2497
7345,-0.856363
7350,0.252995
7355,0.478495
7360,-0.219688
7365,0.0927895
7370,0.220774
7375,0.165845
7380,-0.00706134
7385,0.24116
7390,0.3386
7395,0.302764
7400,-0.254316
7405,0.889765
7410,-0.146877
7415,-0.591372
7420,0.130618
7425,-0.0994099
7430,-0.0548817
7435,0.461018
7440,0.47627
7445,-0.269382
7450,0.0817155
7455,0.213982
7460,0.0139704
7465,-0.35617
7470,0.330803
7475,0.0508476
7480,-0.652734
7485,0.13739
7490,0.30605
7495,0.109852
7500,-0.496652
7505,-0.121933
7510,-0.289924
7515,0.495127
7520,0.231642
7525,-0.270269
7530,0.493529
7535,-0.265898
7540,0.273731
7545,0.19867
7550,0.0762304
7555,0.49388
7560,-0.307479
7565,0.607243
7570,-0.296876
7575,-0.454094
7580,0.174437
7585,0.133043
7590,-0.110835
7595,0.814673
7600,0.282818
7605,-0.0867677
7610,-0.175272
7615,-0.263235
7620,-0.0328754
7625,0.159694
7630,-0.255984
7635,0.350965
7640,-0.0263792
7645,-0.0801822
7650,0.264403
7655,-0.381881
7660,-0.420377
7665,-0.406484
7670,-0.438171
7675,-0.0522173
7680,-0.161927
7685,0.402217
7690,0.868898
7695,1.1233
7700,-0.193319
7705,0.404302
7710,0.440296
7715,0.314021
7720,-0.0428915
7725,-0.549792
7730,0.366312
7735,0.0273978
7740,0.434408
7745,0.568298
7750,0.25099
7755,-0.019035
7760,0.131153
7765,-0.238265
7770,0.385088
7775,0.0431885
7780,0.357305
7785,0.510894
7790,-0.300345
7795,0.43348
7800,0.591598
7805,-0.493478
7810,-0.0740321
7815,0.41561
7820,0.0193233
7825,0.770742
7830,-0.111113
7835,-0.102667
7840,0.25313
7845,0.0860236
7850,-0.261042
7855,-0.381015
7860,-0.295382
7865,-0.297426
7870,-0.335304
7875,0.317111
7880,-0.417343
7885,0.157808
7890,-0.359821
7895,0.180996
7900,-0.392346
7905,-0.326058
7910,-0.617112
7915,-0.124784
7920,0.802178
7925,0.801509
7930,-0.129369
7935,-0.687753
7940,-0.342393
7945,-0.423965
7950,0.101414
7955,0.00400299
7960,-0.105988
7965,-0.542344
7970,-0.0164372
7975,-0.0520413
7980,-0.105836
7985,0.0898339
7990,0.0585985
7995,-0.30296
8000,-0.691387
8005,0.132455
8010,-0.429841
8015,0.137644
8020,-0.122198
8025,0.831328
8030,0.290782
8035,0.319752
8040,-0.277239
8045,0.15095
8050,-0.0559577
8055,0.0156703
8060,-0.46749
8065,0.0427185
8070,-0.379061
8075,0.0920301
8080,-0.735979
8085,-0.973251
8090,0.148834
8095,0.262049
8100,0.0335375
8105,0.164689
8110,0.0954578
8115,-0.367582
8120,0.227682
8125,0.357361
8130,0.449223
8135,-0.174306
8140,0.334278
8145,-0.480411
8150,-0.0129603
8155,-0.0710694
8160,0.311283
8165,-0.23259
